Abk;Name;Kurzname;Typ;BetrZust;PrimaryLocationCode;UIC;RB;gültigVon;gültigBis;NetzKey;FplRel;FplGr;
EDKO;Dortmund-Körne;Dortmund-Körne;Hp;;DE 12388;0080;3;20081214;;100578;J;N;
EDKR;Dortmund-Kruckel;Dortmund-Kruckel;Hp;;DE 12391;0080;3;20081214;;637934;J;N;
EDKU;Dortmund-Kurl;Dortmund-Kurl;Bf;;DE 12393;0080;3;20081214;;100289;J;N;
EDLH;Dortmund-Löttringhausen;Do-Löttringhsn;Hp;;DE 12395;0080;3;20081214;;100933;J;N;
EDLN;Dortmund-Lütgendortmund Nord;Do-Lütgend Nord;Hp;;DE 12400;0080;3;20081214;;100628;J;N;
EDLS;Dortmund-Lütgendortmund         (S-Bahn);Do-Lütgendortm H;Hp;;DE 12397;0080;3;20081214;;104406;J;N;
EDLU;Dortmund-Lütgendortmund Gbf;Do-Lütgendtm Gbf;Bf;;DE 12398;0080;3;20081214;;101121;J;N;
EDMB;Dortmund Möllerbrücke;Do Möllerbrücke;Hp;;DE 12350;0080;3;20081214;;100461;J;N;
EDME;Duisburg-Meiderich Süd;Du-Meiderich Süd;Bf;;DE 12610;0080;3;20081214;;103184;J;N;
EDMF;Dortmund Dortmunderfeld;Dortmunderfeld;Bft;;DE 12341;0080;3;20081214;;100867;J;N;
EDMG;Dortmund-Mengede;Dortmund-Mengede;Bf;;DE 12403;0080;3;20130101;;100347;J;N;
EDMO;Duisburg-Meiderich Ost;Du-Meiderich Ost;Hp Abzw;;DE 12609;0080;3;20081214;;103929;J;N;
EDMR;Dortmund-Marten;Do-Marten;Bf;;DE 12401;0080;3;20081214;;100610;J;N;
EDMS;Dortmund-Marten Süd;Do-Marten Süd;Hp;;DE 12402;0080;3;20081214;;100321;J;N;
EDND;Dortmund Nord;Dortmund Nord;NE-Bf;; ;0080;;20081214;;434175;J;N;
EDO;Dortmund Hbf;Dortmund Hbf;Bf;;DE 12348;0080;3;20101001;;100537;J;N;
EDO A;Dortmund Autozug;Dortmund Autozug;NE-Tpp;; ;0080;;20000414;;103419;N;N;
EDO N;Dortmund Nachtzug;Dortmund Nachtz;NE-Tpp;; ;0080;;20000414;;103420;N;N;
EDO U;Dortmund Hbf Busbf;Dortmund Hbf Bus;Bush;; ;0080;;19990101;;;;;
EDOA;Dortmund Stadt;Stadt Dortmund;Awanst;a.B.;DE 12355;0080;3;20140401;;637793;N;N;
EDOB;Dortmund Bbf;Dortmund Bbf;Bf;;DE 12333;0080;3;20081214;;103390;J;N;
EDOBA;Dortmund Bbf Dba;Dortmund Bbf Dba;Bft;a.B.;DE 12335;0080;3;20090805;;908825;N;N;
EDOBN;Dortmund Bbf Dbn;Dortmund Bbf Dbn;Bft;a.B.;DE 12336;0080;3;20090805;;908834;N;N;
EDOBO;Dortmund Ostgruppe;Dortmund Ostgr.;Bft;a.B.;DE 12352;0080;3;20090805;;908835;N;N;
EDOBW;Dortmund Bbf Dbw;Dortmund Bbf Dbw;Bft;a.B.;DE 12337;0080;3;20090805;;908837;N;N;
EDOBZ;Dortmund Bbf Abzw Dbw;Abzw Dbw;Bft Abzw;;DE 12334;0080;3;20081214;;913316;J;N;
EDOE;Dortmund-Obereving;Do-Obereving;Bf;;DE 12406;0080;3;20091001;;100313;J;J;
EDOEF;Dortmund-Obereving Oef;Do-Obereving Oef;Bft;;DE 12408;0080;3;20081214;;908839;J;N;
EDOEG;Dortmund-Obereving Gleis 3 a;Do-Oberev Gl 3 a;Bft;a.B.;DE 12407;0080;3;20090805;;908840;N;N;
EDOF;Dortmund-Westerfilde;Do-Westerfilde;Hp;;DE 12416;0080;3;20081214;;104380;J;N;
EDOG;Dortmund Gbf;Dortmund Gbf;Bf;;DE 12343;0080;3;20081214;;100586;J;N;
EDOGO;Dortmund Gbf Ostberg;Do Gbf Ostberg;Bft;;DE 12344;0080;3;20030101;;908843;N;N;
EDOGW;Dortmund Gbf Westberg;Do Gbf Westberg;Bft;;DE 12345;0080;3;20030101;;908844;N;N;
EDOH;Dortmund-Huckarde;Do-Huckarde;Hp;;DE 12381;0080;3;20081214;;104372;J;N;
EDOL;Dortmund-Wischlingen;Do-Wischlingen;Hp;;DE 12419;0080;3;20081214;;104364;J;N;
EDOM;Duisburg-Obermeiderich;Du-Obermeiderich;Hp;;DE 12614;0080;3;20081214;;103135;J;N;
EDOO;Dortmund-Nette/Oestrich;Do-Nette/Oestr;Bft;;DE 12405;0080;3;20090805;;104398;J;N;
EDOP;Dortmund-Oespel;Dortmund-Oespel;Hp;;DE 12409;0080;3;20081214;;104083;J;N;
EDOS;Dortmund Süd;Dortmund Süd;Bf;;DE 12357;0080;3;20081214;;101071;J;N;
EDOT;Dortmund Ost;Dortmund Ost;Anst;a.B.;DE 12351;0080;3;20030101;;101055;N;N;
EDOZ;Dortmund Zinkhütte;Do Zinkhütte;Bf;;DE 12362;0080;3;20111211;;318899;J;N;
EDRA;Dortmund-Rahm;Do-Rahm;Hp;;DE 12410;0080;3;20091001;;100602;J;N;
EDRB;Dortmund-Remberg;Dortmund-Remberg;NE-Bf;a.B.; ;0080;;20140612;;434001;N;N;
EDRH;Duisburg-Ruhrort Hafen;Du-Ruhrort Hafen;Bf;;DE 12617;0080;3;20091201;;103143;J;N;
EDRHD;Duisburg-Ruhrort Hafen Bez III;Du-Ruhr Hf III;Bft;;DE 12618;0080;3;20030101;;911578;N;N;
EDRHT;Duisburg-Ruhrort Hafen Bt;Du-Ruhrort Hf Bt;Bft;;DE 12619;0080;3;20080101;;910154;N;N;
EDRHU;Duisburg-Ruhrort Hafen Ubf;Duisb-R Haf Ubf;Bft;;DE 12620;0080;3;20030101;;336073;N;N;
EDRHW;Duisburg-Ruhrort Hafen Wt;Du-Ruhrort Hf Wt;Bft;a.B.;DE 12621;0080;3;20080101;;910155;N;N;
EDRL;Dorlar (Kr Meschede);Dorlar;Bf;ehemals;DE 12311;0080;3;20081223;;100822;N;N;
EDRM;Duisburg-Rahm;Duisburg-Rahm;Hp;;DE 12615;0080;3;20081214;;104158;J;N;
EDRN;Dorsten;Dorsten;Bf;;DE 12327;0080;3;20081214;;102533;J;N;
EDRS;Drensteinfurt;Drensteinfurt;Hp;;DE 12445;0080;3;20081214;;210559;J;N;
EDRU;Duisburg-Ruhrort;Duisburg-Ruhrort;Hp;;DE 12616;0080;3;20081214;;102939;J;N;
EDRZ;Dortmund-Rahm Üst;Do-Rahm Üst;Üst;;DE 12411;0080;3;20150801;;909829;J;N;
EDSD;Dortmund Stockheide;Dortmund Stockh;NE-Bf;; ;0080;;20081214;;434100;J;N;
EDSH;Dortmund-Scharnhorst;Do-Scharnhorst;Bf;;DE 12412;0080;3;20130101;;100305;J;N;
EDSL;Duisburg Schlenk;Du Schlenk;Hp;;DE 12590;0080;3;20081214;;103564;J;N;
EDSM;Dortmund-Somborn;Do-Somborn;Hp Üst;;DE 12415;0080;3;20081214;;104414;J;N;
EDSN;Dortmund-Deusen;Deusen    /Dortm;Abzw;;DE 12371;0080;3;20081214;;105072;J;N;
EDSO;Dortmund-Sölde;Dortmund-Sölde;Hp;;DE 12414;0080;3;20081214;;100792;J;N;
EDSR;Dortmund-Schüren;Dortmund-Schüren;NE-Bf;a.B.; ;0080;;20140612;;434092;N;N;
EDST;Dortmund Stadthaus;Do Stadthaus;Bft;;DE 12356;0080;3;20090805;;100297;J;N;
EDTD;Diestedde;Diestedde;NE-Bf;; ;0080;;20081214;;572610;J;N;
EDTF;Dreis-Tiefenbach;Dreis-Tiefenbach;NE-Bf;; ;0080;;20090401;;570036;J;N;
EDTH;Dörenthe;Dörenthe;NE-Anst;; ;0080;;20081214;;556373;J;N;
EDTM;Detmold;Detmold;Bf;;DE 12164;0080;3;20081214;;134601;J;N;
EDTMK;Detmold Kronenplatz;Detmold Kronenpl;Bush;; ;0080;;19990101;;;;;
EDTO;Dreis-Tiefenbach Ost;Dreis-Tiefenb O;NE-Bf;; ;0080;;20090401;;570044;J;N;
EDTP;Dortmund Tierpark;Do Tierpark;Hp;;DE 12358;0080;3;20081214;;100842;J;N;
EDUB;Duisburg-Barbarasee;Du-Barbarasee;Hp;;DE 12596;0080;3;20060101;;694521;N;N;
EDUI;Duisburg-Duissern;Du-Duissern;Abzw;;DE 12600;0080;3;20081214;;910550;J;N;
EDUL;Dülmen;Dülmen;Bf;;DE 12505;0080;3;20081214;;210054;J;N;
EDULH;Dülmen (hoch);Dülmen (hoch);Bft;;DE 12506;0080;3;20081214;;911330;J;N;
EDUS;Duisburg Südhafen;Du Südhafen;Awanst;a.B.;DE 12592;0080;3;20120303;;876565;N;N;
EDUT;Duisburg Thyssen;Du Thyssen;Awanst;;DE 12593;0080;3;20091213;;876573;N;N;
EDUV;Dortmund Universität;Do Universität;Hp;;DE 12359;0080;3;20081214;;104091;J;N;
EDVB;Davensberg;Davensberg;Bf;;DE 12097;0080;3;20081214;;215459;J;N;
EDW;Dortmund West;Dortmund West;Bft;;DE 12361;0080;3;20091213;;105585;J;N;
EDWD;Duisburg-Wedau;Duisburg-Wedau;Bf;;DE 12623;0080;3;20081214;;103010;J;N;
EDWDN;Duisburg-Wedau Bez Nordberg;Du-Wedau Nordbg;Bft;;DE 12624;0080;3;20030101;;908740;N;N;
EDWDO;Duisburg-Wedau Ostgruppe;Du-Wedau Ostgr;Bft;;DE 12627;0080;3;20081214;;913301;J;N;
EDWDP;Duisburg-Wedau Pbf;Du-Wedau Pbf;Bft;;DE 12628;0080;3;20081214;;908748;J;N;
EDWDS;Duisburg-Wedau Südberg;Du-Wedau Südbg;Bft;;DE 12629;0080;3;20081214;;908742;J;N;
EDWE;Duisburg West;Duisburg West;Anst;a.B.;DE 12594;0080;3;20060113;;103234;N;N;
EDWH;Dortmund Signal Iduna Park;Do Signal Iduna;Bf;;DE 12354;0080;3;20081214;;100834;J;N;
EDWI;Dortmund-Wickede;Dortmund-Wickede;Hp;;DE 12417;0080;3;20081214;;100651;J;N;
EDWK;Dortmund-Körne West;Do-Körne West;Hp;;DE 12390;0080;3;20081214;;105551;J;N;
EDWM;Duisburg-Wanheim;Du-Wanheim;Bf;;DE 12622;0080;3;20081214;;072900;J;N;
EDWS;Dortmund Westerholz;Do Westerholz;NE-Bf;; ;0080;;20081214;;434035;J;N;
EDWW;Dortmund-Wickede West;Do-Wickede West;Hp;;DE 12418;0080;3;20081214;;105577;J;N;
EDYK;Geseke Dyckerhoff;Dyckerhoff;Anst;;DE 13724;0080;3;20081214;;338202;J;N;
EE;Essen Hbf;Essen Hbf;Bf;;DE 13038;0080;3;20091201;;101840;J;N;
EE  B;Essen Hbf Busbf;Essen Hbf Busbf;Bush;; ;0080;;19990101;;;;;
EE  O;Essen Hbf Ero;Essen Hbf Ero;Bft;;DE 13041;0080;3;20081214;;908784;J;N;
EE  R;Essen Hbf Er;Essen Hbf Er;Bft;;DE 13040;0080;3;20081214;;910158;J;N;
EE  U;Essen Hbf Burggrafenstraße;E Burggrafenstr;Bft;;DE 13039;0080;3;20081214;;911143;J;N;
EEAL;Essen-Altenessen;Essen-Altenessen;Bf;;DE 13049;0080;3;20081214;;101592;J;N;
EEBB;Essen-Borbeck;E-Borbeck;Hp;;DE 13051;0080;3;20081214;;102442;J;N;
EEBE;Essen-Bergeborbeck;E-Bergeborbeck;Bf;;DE 13050;0080;3;20081214;;101600;J;N;
EEBN;Elben;Elben;NE-Bf;; ;0080;;20081214;;569020;J;N;
EEBS;Essen-Borbeck Süd;E-Borbeck Süd;Hp;;DE 13052;0080;3;20081214;;103952;J;N;
EECK;Bochum Eickhoff;Eickhoff;Anst;a.B.;DE 11373;0080;3;20060201;;341966;N;N;
EEDA;Emsdetten Stadt;Stadt Emsdetten;Awanst;;DE 12885;0080;3;20081214;;341974;J;N;
EEDL;Essen-Dellwig;Essen-Dellwig;Hp;;DE 13053;0080;3;20081214;;102459;J;N;
EEDO;Essen-Dellwig Ost;E-Dellwig Ost;Bf;;DE 13056;0080;3;20081214;;102475;J;N;
EEDT;Emsdetten;Emsdetten;Bf;;DE 12883;0080;3;20081214;;210625;J;N;
EEDZ;Essen-Dellwig                     (Abzw);E-Dellwig;Abzw;;DE 13054;0080;3;20081214;;698696;J;N;
EEFD;Eiserfeld (Sieg);Eiserfeld (Sieg);Hp Anst;;DE 12805;0080;3;20081214;;082495;J;N;
EEFO;Essen-Frohnhausen;Esn-Frohnhausen;Hp;;DE 13058;0080;3;20081214;;104174;J;N;
EEFR;Essen Streckenwechsel 2244/2280;Strw 2244/2280;Strw;;DE 13045;0080;3;20091213;;102467;J;N;
EEGE;Essen-Gerschede;Essen-Gerschede;Hp;;DE 13059;0080;3;20081214;;101774;J;N;
EEHG;Eichhagen;Eichhagen;Hp;;DE 12754;0080;3;20081214;;083444;J;N;
EEHH;Essen-Holthausen;E-Holthausen;Hp;;DE 13060;0080;3;20081214;;102368;J;N;
EEHR;Essen-Horl;Essen-Horl;Abzw;a.B.;DE 13061;0080;3;20151213;20161210;105106;N;N;
EEHS;Eichen (Kr Siegen);Eichen   /Siegen;Hp;;DE 12745;0080;3;20081214;;082537;J;N;
EEHT;Essen-Horst;Essen-Horst;Hp;;DE 13062;0080;3;20081214;;102582;J;N;
EEHU;Essen-Hügel;Essen-Hügel;Hp;;DE 13063;0080;3;20081214;;102327;J;N;
EEIB;Essen-Eiberg;Essen-Eiberg;Bft;;DE 13057;0080;3;20081214;;103945;J;N;
EEIN;Hagen Streckenwechsel 2811/2823;Strw 2811/2823;Strw;;DE 14246;0080;3;20091213;;105080;J;N;
EEK;Erndtebrück;Erndtebrück;Bf;;DE 12985;0080;3;20090108;;083238;J;N;
EEKA;Essen-Katernberg Nord Anst;E-Katernberg N A;Anst;;DE 13066;0080;3;20081214;;101519;J;N;
EEKB;Essen Zollverein Nord;E Zollverein N;Hp;;DE 13048;0080;3;20091213;;101576;J;N;
EEKD;Essen-Katernberg Nord;E-Katernberg;Bf;a.B.;DE 13065;0080;3;20081105;;637801;N;N;
EEKH;Essen-Kupferdreh Hespertalbahn;Hespertalbahn;Awanst;;DE 13072;0080;3;20081214;;835272;J;N;
EEKL;Essen Nord Krupp;Essen Krupp;Anst;;DE 13043;0080;3;20060201;;339531;N;N;
EEKN;Essen-Kray Nord;E-Kray Nord;Bf;;DE 13067;0080;3;20081214;;101667;J;N;
EEKP;Essen-Karnap;Essen-Karnap;Awanst;;DE 13064;0080;3;20081214;;101337;J;N;
EEKS;Essen-Kray Süd;E-Kray Süd;Hp;;DE 13069;0080;3;20081214;;101832;J;N;
EEKU;Essen-Kupferdreh;E-Kupferdreh;Hp;;DE 13071;0080;3;20081214;;102277;J;N;
EEKUS;Essen-Kupferdreh See;E-Kupferdreh See;Museum;; ;0080;;19990101;;;N;N;
EEKUV;Essen-Kupferdreh VEH;E-Kupferdreh VEH;Museum;; ;0080;;19990101;;;N;N;
EEKW;Erndtebrück Eisenwerk 2;Erndtebr Eisenw2;Awanst;;DE 12988;0080;3;20081214;;637504;J;N;
EEKZ;Essen-Kray Süd Abzw;E-Kray Süd Abzw;Abzw;;DE 13070;0080;3;20081214;;101956;J;N;
EELB;Ehlenbruch;Ehlenbruch;Hp;;DE 12722;0080;3;20081214;;134874;J;N;
EELX;Elten ESTW-A;Elten ESTW-A;BZ;Planung; ;0080;3;20110301;;107636;N;N;
EEM;Emmerich;Emmerich;Bf;;DE 12874;0080;3;20081214;;102889;J;N;
EEMP;Empel-Rees;Empel-Rees;Bf;;DE 12881;0080;3;20081214;;102855;J;N;
EEMS;Münster Ems;Ems;Bf;;DE 17341;0080;3;20081214;;211847;J;N;
EENA;Ennepetal-Altenvoerde;Ennepet-Altenv;NE-Bf;; ;0080;;20081214;;080374;J;N;
EENL;Ennigerloh;Ennigerloh;NE-Bf;; ;0080;;20081214;;572529;J;N;
EENN;Essen Nord;Essen Nord;Bf;;DE 13042;0080;3;20060201;;101709;N;N;
EENP;Ennepetal;Ennepetal;Hp;;DE 12902;0080;3;20081214;;081349;J;N;
EENR;Enniger;Enniger;NE-Bf;; ;0080;;20081214;;572495;J;N;
EENW;Essen West;Essen West;Bf;;DE 13047;0080;3;20081214;;101907;J;N;
EEPE;Epe (Westf);Epe (Westf);Bf;;DE 12910;0080;3;20081214;;211268;J;N;
EEPR;Espeln-Riege;Espeln-Riege;NE-Hp;; ;0080;;20081214;;556324;J;N;
EERG;Ergste;Ergste;Hp;;DE 12962;0080;3;20081214;;080176;J;N;
EERH;Ehringhausen (b Halver);Ehringhsn/Halver;Museum;; ;0080;;19990101;;;N;N;
EERI;Ehringhausen (Kr Lippstadt);Ehringhsn/Lippst;Hp;;DE 12736;0080;3;20081214;;103648;J;N;
EERU;Essen-Rüttenscheid;E-Rüttenscheid;Bf;a.B.;DE 13073;0080;3;20060201;;102145;N;N;
EESA;Essen-Stadtwald;Essen-Stadtwald;Bf;;DE 13074;0080;3;20081214;;102319;J;N;
EESD;Essen Süd;Essen Süd;Hp;;DE 13046;0080;3;20081214;;102301;J;N;
EESL;Eslohe;Eslohe;Bf;a.B.;DE 13028;0080;3;20030101;;082966;N;N;
EESO;Essen-Steele Ost;Essen-Steele Ost;Bft;;DE 13076;0080;3;20081214;;102087;J;N;
EESOB;Essen-Steele Ost Bez Ruhrbrücke;E-Steele O Rbrü;Bft;;DE 13078;0080;3;20081214;;908736;J;N;
EESOR;Essen-Steele Ost Bez Ruhrau;E-Steele O R-au;Bft;;DE 13077;0080;3;20081214;;908738;J;N;
EEST;Essen-Steele;Essen-Steele;Bf;;DE 13075;0080;3;20081214;;102095;J;N;
EETR;Siegen Eintracht Eissieg;Eintracht;NE-Bf;; ;0080;;20090401;;437038;J;N;
EEUE;Essen-Überruhr;Essen-Überruhr;Hp Abzw;;DE 13079;0080;3;20081214;;102251;J;N;
EEV;Eversberg;Eversberg;Bf;a.B.;DE 13121;0080;3;20070517;;081943;N;N;
EEVL;Essen-Vogelheim;Essen-Vogelheim;Bf;;DE 13080;0080;3;20091201;;101550;J;N;
EEWD;Essen-Werden;Essen-Werden;Bf;;DE 13081;0080;3;20081214;;102335;J;N;
EEWK;Erndtebrück Eisenwerk 1;Erndtebr Eisenw1;Anst;;DE 12987;0080;3;20081214;;083311;J;N;
EEWT;Erwitte;Erwitte;NE-Bf;; ;0080;;20081214;;572685;J;N;
EEZB;Etzbach;Etzbach;Hp;;DE 13098;0080;3;20081214;;197848;J;N;
EEZK;Etzbach Krages;Krages;Awanst;;DE 13099;0080;3;20081214;;637876;J;N;
EFBU;Freusburg Siedlung;Freusbg Siedlung;Hp;;DE 13432;0080;3;20081214;;195453;J;N;
EFDB;Fredeburg;Fredeburg;Bf;ehemals;DE 13370;0080;3;20081223;;100825;N;N;
EFDG;Freudenberg (Kr Siegen);Freudenberg/Sieg;Anst;a.B.;DE 13423;0080;3;20030101;;083501;N;N;
EFEL;Feldhausen;Feldhausen;Hp Bk;;DE 13167;0080;3;20081214;;100495;J;N;
EFER;Ferndorf (Kr Siegen);Ferndorf/Siegen;Bf;;DE 13179;0080;3;20130101;;083386;J;N;
EFEU;Feudingen;Feudingen;Hp;;DE 13184;0080;5;20081214;;083196;J;N;
EFFD;Friedrichsfeld (Niederrhein);Friedrichsfeld;Hp;;DE 13452;0080;3;20111211;;102731;J;N;
EFLA;Flandersbach;Flandersbach;Bf;;DE 13209;0080;3;20081214;;081711;J;N;
EFLS;Friedrichshütte Laasphe;Fr.hütte Laasphe;Hp;a.B.;DE 13463;0080;5;20041202;;083170;N;N;
EFMK;Hamm Feldmark;Feldmark;Abzw;;DE 14521;0080;3;20081214;;105122;J;N;
EFOE;Fröndenberg;Fröndenberg;Bf;;DE 13490;0080;3;20081214;;082057;J;N;
EFP;Finnentrop;Finnentrop;Bf;;DE 13194;0080;3;20130101;;082677;J;N;
EFP B;Finnentrop BFS;Finnentrop BFS;Museum;; ;0080;;19990101;;;N;N;
EFRE;Freienohl;Freienohl;Bf;;DE 13393;0080;3;20081214;;081976;J;N;
EFRM;Frömern;Frömern;Hp;;DE 13488;0080;3;20081214;;080101;J;N;
EG;Gelsenkirchen Hbf;Gelsenk Hbf;Bf;;DE 13615;0080;3;20091201;;101444;J;N;
EGAB;Hamm Gallberg;Gallberg;Abzw;;DE 14522;0080;3;20081214;;105148;J;N;
EGAR;Garbeck;Garbeck;Hp;;DE 13557;0080;3;20081214;;082289;J;N;
EGB;Gelsenkirchen Streckenwechsel 2205/2206;Strw 2205/2206;Strw;;DE 13620;0080;3;20091213;;909813;J;N;
EGBH;Gebhardshain-Steinebach;Gebhardsh-Stein;NE-Bf;; ;0080;;20081214;;569038;J;N;
EGBK;Gelsenkirchen-Bismarck;Ge-Bismarck;Bf;;DE 13622;0080;3;20081214;;100438;J;N;
EGBN;Gelsenkirchen-Buer Nord;Ge-Buer Nord;Bf;;DE 13623;0080;3;20081214;;100180;J;N;
EGBO;Gladbeck Ost;Gladbeck Ost;Hp;;DE 13770;0080;3;20081214;;100487;J;N;
EGBS;Gelsenkirchen-Buer Süd;Ge-Buer Süd;Hp;;DE 13625;0080;3;20081214;;100479;J;N;
EGBU;Gelsenkirchen-Buer Nord Hp;Ge-Buer Nord Hp;Hp;;DE 13624;0080;3;20081214;;609966;J;N;
EGBW;Gladbeck West;Gladbeck West;Bf;;DE 13771;0080;3;20081214;;100198;J;N;
EGDB;Bork (Westf) Gerätedepot Bundeswehr;Gerätedepot Bdw;Awanst;;DE 11496;0080;3;20030101;;338228;N;N;
EGDF;Gleidorf;Gleidorf;Bf;ehemals;DE 13790;0080;3;20081223;;100827;N;N;
EGED;Gerschede;Gerschede;Abzw;;DE 13707;0080;3;20081214;;105155;J;N;
EGG;Brilon Egger;Egger;Bf;;DE 11706;0080;3;20101212;;080424;J;N;
EGHE;Gelsenkirchen Streckenwechsel 2172/2230;Strw 2172/2230;Strw;;DE 13619;0080;3;20091213;;909848;J;N;
EGHN;Gelsenkirchen-Horst Nord;Ge-Horst Nord;Bf;;DE 13627;0080;3;20081214;;100503;J;N;
EGHS;Gelsenkirchen-Hassel;Ge-Hassel;Hp;;DE 13626;0080;3;20081214;;103978;J;N;
EGK;Geseke;Geseke;Bf;;DE 13722;0080;3;20081214;;103630;J;N;
EGKS;Geseke Süd;Geseke Süd;Awanst;;DE 13726;0080;3;20081214;;102228;J;N;
EGLN;Gütersloh Nord;Gütersloh Nord;NE-Bf;; ;0080;;20081214;;556225;J;N;
EGLO;Gütersloh Hbf;Gütersloh Hbf;Bf;;DE 14192;0080;3;20081214;;136069;J;J;
EGLOK;Gütersloh Kaserne;Gütersloh Kasern;Bush;; ;0080;;19990101;;;;;
EGLS;Gütersloh-Spexard KLV-Terminal;Gütersl-Spexard;NE-Bf;; ;0080;;20060325;;556001;N;N;
EGLT;Gütersloh Ost;Gütersloh Ost;NE-Hp;a.B.; ;0080;;20090124;;100322;N;N;
EGMD;Gremmendorf;Gremmendorf;NE-Anst;; ;0080;;20081214;;572420;J;N;
EGNH;Alsdorf Grünebacherhütte;Grünebacherhütte;Hp;;DE 10125;0080;3;20081214;;195909;J;N;
EGNO;Grünebach Ort;Grünebach Ort;Hp;;DE 14143;0080;3;20081214;;195891;J;N;
EGNP;Alsdorf (Sieg);Alsdorf (Sieg);NE-Bf;; ;0080;;20081214;;456210;J;N;
EGRA;Oberhausen Grafenbusch;Grafenbusch  /Ob;Abzw;;DE 17938;0080;3;20081214;;105163;J;N;
EGRK;Borghorst Grottenkamp;Grottenkamp;Hp;;DE 11492;0080;3;20081214;;643718;J;N;
EGRN;Gronau (Westf);Gronau (Westf);Bf;;DE 13990;0080;3;20081214;;211284;J;N;
EGRO;Gelsenkirchen-Rotthausen;Ge-Rotthausen;Bft;;DE 13628;0080;3;20081214;;101675;J;N;
EGRS;Gronau (Westf) Stadt;Gronau(Westf)St;Awanst;a.B.;DE 13991;0080;3;20030101;;211359;N;N;
EGRV;Greven;Greven;Bf;;DE 13958;0080;3;20081214;;210591;J;N;
EGS;Gelsenkirchen-Schalke;Ge-Schalke;Bf;;DE 13629;0080;3;20081214;;101311;J;N;
EGSS;Gelsenkirchen-Schalke Süd;Ge-Schalke Süd;Anst;a.B.;DE 13630;0080;3;20120303;;101451;N;N;
EGST;Geist;Geist;Bf Abzw;;DE 13609;0080;3;20140401;;211854;J;N;
EGSV;Gelsenkirchen-Scholven;Ge-Scholven;NE-Anst;; ;0080;;20081214;;623926;J;N;
EGVA;Gevelsberg-Knapp;Gevelsberg-Knapp;Hp;;DE 13734;0080;3;20081214;;085175;J;N;
EGVB;Lennestadt-Grevenbrück;Grevenbrück;Bf;;DE 16304;0080;3;20091213;;082651;J;N;
EGVF;Gevelsberg-Haufe;Gevelsberg-Haufe;NE-Bf;; ;0080;;20081214;;080333;J;N;
EGVG;Gevelsberg-Vogelsang DB-Grenze;Gev-Vogels DB-Gr;Gp;;DE 13735;0080;3;20081214;;852913;J;J;
EGVH;Gevelsberg Hbf;Gevelsberg Hbf;Hp;;DE 13731;0080;3;20081214;;080432;J;N;
EGVHB;Gevelsberg Busbf;Gevelsberg Busbf;Bush;; ;0080;;19990101;;;;;
EGVV;Gevelsberg-Vogelsang;Gev-Vogelsang;NE-Bf;; ;0080;;20081214;;080317;J;N;
EGW;Gelsenkirchen-Wattenscheid;Ge-Wattenscheid;Bft;;DE 13631;0080;3;20060201;;101634;N;N;
EGZO;Gelsenkirchen Zoo;Gelsenk Zoo;Bft;;DE 13621;0080;3;20081214;;100404;J;N;
EHAD;Haldern (Rheinl);Haldern (Rheinl);Hp;;DE 14313;0080;3;20081214;;102848;J;N;
EHAE;Eversberg Häger;Häger;Anst;;DE 13122;0080;3;20081214;;338236;J;N;
EHAG;Hattingen (Ruhr) DB-Grenze;Hattingn R DB-Gr;Gp;;DE 14626;0080;3;20130905;;107907;J;N;
EHAL;Halle (Westf);Halle (Westf);Bf;;DE 14338;0080;3;20081214;;214874;J;N;
EHAN;Dortmund Hansa;Hansa    /Dortmd;Abzw;;DE 12347;0080;3;20081214;;105189;J;N;
EHAT;Hattingen (Ruhr);Hattingen (Ruhr);Bf;;DE 14625;0080;3;20081214;;102012;J;N;
EHATE;Hattingen (Ruhr) EBD;Hattingen(R) EBD;Museum;; ;0080;;19990101;;;N;N;
EHBD;Herbede;Herbede;Bf;;DE 14779;0080;3;20090124;;101980;J;N;
EHBK;Havixbeck;Havixbeck;Bf;;DE 14649;0080;3;20081214;;214155;J;N;
EHBM;Horn-Bad Meinberg;Horn-Bad Meinbg;Bf;;DE 15101;0080;3;20081214;;134585;J;N;
EHBO;Herne-Börnig;Herne-Börnig;Hp;;DE 14820;0080;3;20081214;;100677;J;N;
EHCH;Hachen;Hachen;NE-Bf;; ;0080;;20090401;;510040;J;N;
EHCK;Herdecke;Herdecke;Bf;;DE 14793;0080;3;20081214;;080390;J;N;
EHDB;Sennestadt-Heideblümchen;Heideblümchen;Hp;Planung;DE 19707;0080;3;20030101;;616128;N;N;
EHDF;Helgersdorf;Helgersdorf;NE-Bf;; ;0080;;20090401;;570085;J;N;
EHDT;Hervest-Dorsten;Hervest-Dorsten;Hp;;DE 14846;0080;3;20081214;;211326;J;N;
EHE;Heessen;Heessen;Bf;;DE 14665;0080;3;20081214;;100016;J;N;
EHE A;Heessen Abzw;Heessen Abzw;Bft;;DE 14666;0080;3;20030101;;911541;N;N;
EHE P;Heessen Hp;Heessen Hp;Hp;;DE 14667;0080;3;20091213;;911542;J;N;
EHE X;Heessen Werkstatt Keolis;Heessen Werk Keo;NE-Werk;; ;0080;;20141101;;109362;N;N;
EHEG;Heggen;Heggen;Hp;;DE 14668;0080;3;20081214;;082719;J;N;
EHEM;Hemer;Hemer;Bf;;DE 14750;0080;3;20081214;;082339;J;N;
